transect,canyon,range,transect_area,elev_mean,tri_Riley,precip_1995,precip_1996,precip_1997,precip_1998,precip_1999,precip_2000,precip_2001,precip_2002,precip_2003,precip_2004,precip_2005,precip_2006,precip_2007,precip_2008,precip_2009,precip_2010,precip_2011,precip_2012,precip_2013,precip_2014,maxtemp_1995,maxtemp_1996,maxtemp_1997,maxtemp_1998,maxtemp_1999,maxtemp_2000,maxtemp_2001,maxtemp_2002,maxtemp_2003,maxtemp_2004,maxtemp_2005,maxtemp_2006,maxtemp_2007,maxtemp_2008,maxtemp_2009,maxtemp_2010,maxtemp_2011,maxtemp_2012,maxtemp_2013,maxtemp_2014,mintemp_1995,mintemp_1996,mintemp_1997,mintemp_1998,mintemp_1999,mintemp_2000,mintemp_2001,mintemp_2002,mintemp_2003,mintemp_2004,mintemp_2005,mintemp_2006,mintemp_2007,mintemp_2008,mintemp_2009,mintemp_2010,mintemp_2011,mintemp_2012,mintemp_2013,mintemp_2014,nectar_2013,nectar_2014,mud_2013,mud_2014
NW04,NorthumberlandWest,Toquima,4.22893,2434,719.52,649.23,392.67,517.66,688.59,465.84,379.25,350.78,344.18,394.2,345.94,603.53,451.1,384.3,305.05,483.85,393.2,592.31,336.82,331.48,418.09,10.81,13.40,11.88,10.63,11.23,13.53,12.46,12.80,12.77,12.64,11.85,12.90,13.08,12.37,12.64,11.58,11.70,12.98,12.48,12.76,-0.54,0.50,0.08,-0.34,-0.43,1.24,0.27,0.38,0.84,1.41,1.12,1.46,1.53,0.33,1.27,0.24,0.68,2.05,1.70,2.13,,,,
NW05,NorthumberlandWest,Toquima,4.43909,2539,697.38,649.23,392.67,517.66,688.59,465.84,379.25,350.78,344.18,394.2,345.94,603.53,451.1,384.3,305.05,483.85,393.2,592.31,336.82,331.48,418.09,10.81,13.40,11.88,10.63,11.23,13.53,12.46,12.80,12.77,12.64,11.85,12.90,13.08,12.37,12.64,11.58,11.70,12.98,12.48,12.76,-0.54,0.50,0.08,-0.34,-0.43,1.24,0.27,0.38,0.84,1.41,1.12,1.46,1.53,0.33,1.27,0.24,0.68,2.05,1.70,2.13,,,,
NW06,NorthumberlandWest,Toquima,6.15013,2654,866.54,707.88,443.49,570.49,752.61,517.15,420.12,390.9,385.56,434.85,384.32,662.69,504.19,427.23,343.67,541.04,441.46,659.37,381.76,372.37,454.41,10.32,12.88,11.36,10.12,10.72,12.99,11.91,12.25,12.23,12.15,11.33,12.38,12.56,11.87,12.14,11.08,11.19,12.50,11.94,12.25,-0.80,0.25,-0.18,-0.58,-0.72,0.95,-0.02,0.09,0.56,1.17,0.86,1.23,1.23,0.03,1.03,0.01,0.43,1.75,1.45,1.85,,,,
OP01,Ophir,Toiyabe,4.53901,1988,694.40,411.99,236.48,356.89,464.81,309.63,248.66,220.22,200.68,267.72,212.87,373.9,268.22,224.79,182.11,280.17,231.64,345.19,198.11,194.29,276.11,13.53,16.23,14.62,13.38,13.98,16.43,15.07,15.55,15.53,15.31,14.43,15.56,15.84,14.94,15.39,14.23,14.43,15.85,15.37,15.69,0.18,1.15,0.85,0.28,0.12,1.43,0.72,0.86,1.38,1.47,1.37,1.73,1.33,0.35,1.44,0.49,1.13,2.13,1.91,2.31,2,2,3,2
OP02,Ophir,Toiyabe,2.76922,2087,672.21,411.99,236.48,356.89,464.81,309.63,248.66,220.22,200.68,267.72,212.87,373.9,268.22,224.79,182.11,280.17,231.64,345.19,198.11,194.29,276.11,13.53,16.23,14.62,13.38,13.98,16.43,15.07,15.55,15.53,15.31,14.43,15.56,15.84,14.94,15.39,14.23,14.43,15.85,15.37,15.69,0.18,1.15,0.85,0.28,0.12,1.43,0.72,0.86,1.38,1.47,1.37,1.73,1.33,0.35,1.44,0.49,1.13,2.13,1.91,2.31,2,2,3,2
OP03,Ophir,Toiyabe,3.68617,2205,743.23,411.99,236.48,356.89,464.81,309.63,248.66,220.22,200.68,267.72,212.87,373.9,268.22,224.79,182.11,280.17,231.64,345.19,198.11,194.29,276.11,13.53,16.23,14.62,13.38,13.98,16.43,15.07,15.55,15.53,15.31,14.43,15.56,15.84,14.94,15.39,14.23,14.43,15.85,15.37,15.69,0.18,1.15,0.85,0.28,0.12,1.43,0.72,0.86,1.38,1.47,1.37,1.73,1.33,0.35,1.44,0.49,1.13,2.13,1.91,2.31,2,2,3,2
OP04,Ophir,Toiyabe,4.70131,2288,683.49,411.99,236.48,356.89,464.81,309.63,248.66,220.22,200.68,267.72,212.87,373.9,268.22,224.79,182.11,280.17,231.64,345.19,198.11,194.29,276.11,13.53,16.23,14.62,13.38,13.98,16.43,15.07,15.55,15.53,15.31,14.43,15.56,15.84,14.94,15.39,14.23,14.43,15.85,15.37,15.69,0.18,1.15,0.85,0.28,0.12,1.43,0.72,0.86,1.38,1.47,1.37,1.73,1.33,0.35,1.44,0.49,1.13,2.13,1.91,2.31,2,2,0,2
OP05,Ophir,Toiyabe,5.20526,2389,750.55,796.8,479.55,668.78,831.09,568.47,482.35,398.52,415.29,503.93,415.55,694.19,529.6,466.6,369.57,562.63,457.96,672.85,362.21,390.4,486.14,9.35,11.82,10.42,9.24,9.65,12.06,10.90,11.33,11.06,11.70,10.78,11.73,12.05,11.31,11.63,10.72,10.73,12.06,11.58,11.89,-1.47,-0.25,-0.83,-1.39,-1.57,0.10,-0.53,-0.44,-0.10,0.49,0.33,0.83,0.67,-0.42,0.58,-0.63,-0.03,1.02,0.30,1.08,3,3,1,2
OP06,Ophir,Toiyabe,3.65,2490,736.99,796.8,479.55,668.78,831.09,568.47,482.35,398.52,415.29,503.93,415.55,694.19,529.6,466.6,369.57,562.63,457.96,672.85,362.21,390.4,486.14,9.35,11.82,10.42,9.24,9.65,12.06,10.90,11.33,11.06,11.70,10.78,11.73,12.05,11.31,11.63,10.72,10.73,12.06,11.58,11.89,-1.47,-0.25,-0.83,-1.39,-1.57,0.10,-0.53,-0.44,-0.10,0.49,0.33,0.83,0.67,-0.42,0.58,-0.63,-0.03,1.02,0.30,1.08,3,3,2,2
OP07,Ophir,Toiyabe,2.90682,2579,692.80,796.8,479.55,668.78,831.09,568.47,482.35,398.52,415.29,503.93,415.55,694.19,529.6,466.6,369.57,562.63,457.96,672.85,362.21,390.4,486.14,9.35,11.82,10.42,9.24,9.65,12.06,10.90,11.33,11.06,11.70,10.78,11.73,12.05,11.31,11.63,10.72,10.73,12.06,11.58,11.89,-1.47,-0.25,-0.83,-1.39,-1.57,0.10,-0.53,-0.44,-0.10,0.49,0.33,0.83,0.67,-0.42,0.58,-0.63,-0.03,1.02,0.30,1.08,3,3,1,1
OP08,Ophir,Toiyabe,2.54249,2666,781.25,796.8,479.55,668.78,831.09,568.47,482.35,398.52,415.29,503.93,415.55,694.19,529.6,466.6,369.57,562.63,457.96,672.85,362.21,390.4,486.14,9.35,11.82,10.42,9.24,9.65,12.06,10.90,11.33,11.06,11.70,10.78,11.73,12.05,11.31,11.63,10.72,10.73,12.06,11.58,11.89,-1.47,-0.25,-0.83,-1.39,-1.57,0.10,-0.53,-0.44,-0.10,0.49,0.33,0.83,0.67,-0.42,0.58,-0.63,-0.03,1.02,0.30,1.08,3,3,1,2
OP09,Ophir,Toiyabe,2.11475,2770,777.58,796.8,479.55,668.78,831.09,568.47,482.35,398.52,415.29,503.93,415.55,694.19,529.6,466.6,369.57,562.63,457.96,672.85,362.21,390.4,486.14,9.35,11.82,10.42,9.24,9.65,12.06,10.90,11.33,11.06,11.70,10.78,11.73,12.05,11.31,11.63,10.72,10.73,12.06,11.58,11.89,-1.47,-0.25,-0.83,-1.39,-1.57,0.10,-0.53,-0.44,-0.10,0.49,0.33,0.83,0.67,-0.42,0.58,-0.63,-0.03,1.02,0.30,1.08,3,3,0,0
OP10,Ophir,Toiyabe,2.35854,2865,749.88,796.8,479.55,668.78,831.09,568.47,482.35,398.52,415.29,503.93,415.55,694.19,529.6,466.6,369.57,562.63,457.96,672.85,362.21,390.4,486.14,9.35,11.82,10.42,9.24,9.65,12.06,10.90,11.33,11.06,11.70,10.78,11.73,12.05,11.31,11.63,10.72,10.73,12.06,11.58,11.89,-1.47,-0.25,-0.83,-1.39,-1.57,0.10,-0.53,-0.44,-0.10,0.49,0.33,0.83,0.67,-0.42,0.58,-0.63,-0.03,1.02,0.30,1.08,2,3,0,0
OP11,Ophir,Toiyabe,3.29551,2975,892.62,813.04,487.43,701.56,852.18,583.17,504.19,406.9,427.48,519.44,420.62,707.15,543.58,478.78,375.92,579.88,469.67,685.29,369.57,406.67,499.38,9.00,11.48,10.03,8.90,9.28,11.68,10.58,11.00,10.68,11.23,10.41,11.41,11.74,10.94,11.23,10.33,10.43,11.79,11.12,11.56,-1.51,-0.38,-0.87,-1.45,-1.65,-0.01,-0.69,-0.59,-0.14,0.40,0.28,0.82,0.46,-0.66,0.37,-0.66,-0.10,1.08,0.38,1.23,2,3,0,3
OP12,Ophir,Toiyabe,1.58653,3057,604.88,813.04,487.43,701.56,852.18,583.17,504.19,406.9,427.48,519.44,420.62,707.15,543.58,478.78,375.92,579.88,469.67,685.29,369.57,406.67,499.38,9.00,11.48,10.03,8.90,9.28,11.68,10.58,11.00,10.68,11.23,10.41,11.41,11.74,10.94,11.23,10.33,10.43,11.79,11.12,11.56,-1.51,-0.38,-0.87,-1.45,-1.65,-0.01,-0.69,-0.59,-0.14,0.40,0.28,0.82,0.46,-0.66,0.37,-0.66,-0.10,1.08,0.38,1.23,2,2,1,2
PT01,PetesEast,Toquima,18.6881,2176,692.53,434.84,252.99,355.36,480.05,316.23,251.21,239.79,226.83,270.52,239.02,415.79,293.64,254.51,197.61,313.96,255.27,389.38,232.92,226.31,314.45,13.53,16.35,14.64,13.53,14.21,16.56,15.03,15.43,15.69,15.07,14.29,15.63,15.69,14.80,15.28,14.10,14.38,16.00,15.30,15.65,-0.03,0.89,0.61,0.07,0.06,1.33,0.38,0.68,1.49,1.13,0.97,1.10,0.88,-0.38,0.87,-0.24,0.36,1.43,1.36,1.70,,,,
PT02,PetesEast,Toquima,10.9226,2284,699.05,545.59,323.85,438.92,591.57,399.03,314.71,295.66,291.31,332.76,298.7,501.15,374.9,324.35,254.25,400.31,325.88,489.47,288.03,281.43,371.35,11.88,14.57,12.98,11.83,12.43,14.75,13.53,13.87,13.98,13.63,12.84,14.06,14.20,13.42,13.74,12.63,12.82,14.19,13.60,13.93,0.20,1.24,0.83,0.39,0.31,1.83,0.89,1.10,1.63,1.77,1.55,1.78,1.70,0.48,1.69,0.68,1.10,2.42,2.09,2.61,,,,
PT03,PetesEast,Toquima,5.84204,2364,583.70,545.59,323.85,438.92,591.57,399.03,314.71,295.66,291.31,332.76,298.7,501.15,374.9,324.35,254.25,400.31,325.88,489.47,288.03,281.43,371.35,11.88,14.57,12.98,11.83,12.43,14.75,13.53,13.87,13.98,13.63,12.84,14.06,14.20,13.42,13.74,12.63,12.82,14.19,13.60,13.93,0.20,1.24,0.83,0.39,0.31,1.83,0.89,1.10,1.63,1.77,1.55,1.78,1.70,0.48,1.69,0.68,1.10,2.42,2.09,2.61,,,,
PW01,PetesWest,Toquima,17.2857,1923,629.64,320.06,186.69,255.51,347.46,219.72,187.45,169.41,165.86,212.85,173.49,305.29,207.27,169.41,136.64,210.56,175.01,267.21,150.12,155.21,241.05,15.68,18.47,16.82,15.71,16.39,18.80,17.22,17.62,17.83,17.22,16.33,17.73,17.80,16.78,17.41,16.18,16.53,18.28,17.44,17.82,-0.10,0.54,0.51,0.02,-0.35,0.67,0.06,0.26,0.97,0.64,0.60,0.66,-0.06,-0.94,0.18,-0.90,0.20,0.57,0.83,1.05,,,,
PW02,PetesWest,Toquima,12.8068,2031,677.08,407.94,239.79,324.86,443.24,289.06,236.49,218.69,214.13,257.82,222.51,383.79,267.71,230.62,182.1,284.72,236.24,354.83,206.5,208.28,299.71,14.33,17.07,15.38,14.28,14.96,17.29,15.86,16.24,16.48,15.87,15.08,16.43,16.48,15.64,16.12,14.89,15.26,16.79,16.14,16.43,0.69,1.69,1.28,0.83,0.81,2.08,1.13,1.55,2.18,1.96,1.72,1.93,1.72,0.43,1.77,0.79,1.11,2.24,2.13,2.57,,,,
PW03,PetesWest,Toquima,11.3354,2138,673.09,482.86,284.73,387.34,523.49,351.05,278.65,260.87,256.81,297.2,263.66,447.81,325.63,283.21,221.23,348.24,285.24,426.98,251.47,247.4,338.83,12.82,15.50,13.88,12.76,13.37,15.73,14.40,14.78,14.95,14.44,13.68,14.97,15.08,14.31,14.64,13.47,13.74,15.15,14.56,14.87,0.36,1.39,0.99,0.53,0.59,1.93,0.99,1.34,1.86,1.85,1.58,1.85,1.73,0.47,1.75,0.79,1.11,2.45,2.13,2.64,,,,
PW04,PetesWest,Toquima,8.72383,2239,733.70,482.86,284.73,387.34,523.49,351.05,278.65,260.87,256.81,297.2,263.66,447.81,325.63,283.21,221.23,348.24,285.24,426.98,251.47,247.4,338.83,12.82,15.50,13.88,12.76,13.37,15.73,14.40,14.78,14.95,14.44,13.68,14.97,15.08,14.31,14.64,13.47,13.74,15.15,14.56,14.87,0.36,1.39,0.99,0.53,0.59,1.93,0.99,1.34,1.86,1.85,1.58,1.85,1.73,0.47,1.75,0.79,1.11,2.45,2.13,2.64,,,,
PW05,PetesWest,Toquima,6.45779,2347,715.52,545.59,323.85,438.92,591.57,399.03,314.71,295.66,291.31,332.76,298.7,501.15,374.9,324.35,254.25,400.31,325.88,489.47,288.03,281.43,371.35,11.88,14.57,12.98,11.83,12.43,14.75,13.53,13.87,13.98,13.63,12.84,14.06,14.20,13.42,13.74,12.63,12.82,14.19,13.60,13.93,0.20,1.24,0.83,0.39,0.31,1.83,0.89,1.10,1.63,1.77,1.55,1.78,1.70,0.48,1.69,0.68,1.10,2.42,2.09,2.61,,,,
RI01,Riley,Shoshone,7.08048,2101,601.29,419.09,247.15,363.23,463.05,311.14,257.04,223.51,216.91,297.93,217.69,365.25,273.81,224.8,193.8,298.21,230.38,353.56,186.94,183.38,280.15,13.10,15.78,14.18,13.01,13.49,15.99,14.64,15.06,15.11,14.76,13.86,15.18,15.40,14.29,14.83,13.77,14.08,15.63,14.93,15.33,-0.98,-0.43,-0.44,-1.00,-1.15,-0.08,-0.61,-0.43,0.28,0.16,0.03,0.42,-0.39,-1.53,-0.27,-0.98,-0.23,0.96,0.99,1.46,3,2,3,2
RI02,Riley,Shoshone,8.69633,2192,705.36,419.09,247.15,363.23,463.05,311.14,257.04,223.51,216.91,297.93,217.69,365.25,273.81,224.8,193.8,298.21,230.38,353.56,186.94,183.38,280.15,13.10,15.78,14.18,13.01,13.49,15.99,14.64,15.06,15.11,14.76,13.86,15.18,15.40,14.29,14.83,13.77,14.08,15.63,14.93,15.33,-0.98,-0.43,-0.44,-1.00,-1.15,-0.08,-0.61,-0.43,0.28,0.16,0.03,0.42,-0.39,-1.53,-0.27,-0.98,-0.23,0.96,0.99,1.46,1,1,0,1
RI03,Riley,Shoshone,7.53824,2305,740.75,419.09,247.15,363.23,463.05,311.14,257.04,223.51,216.91,297.93,217.69,365.25,273.81,224.8,193.8,298.21,230.38,353.56,186.94,183.38,280.15,13.10,15.78,14.18,13.01,13.49,15.99,14.64,15.06,15.11,14.76,13.86,15.18,15.40,14.29,14.83,13.77,14.08,15.63,14.93,15.33,-0.98,-0.43,-0.44,-1.00,-1.15,-0.08,-0.61,-0.43,0.28,0.16,0.03,0.42,-0.39,-1.53,-0.27,-0.98,-0.23,0.96,0.99,1.46,2,2,0,0
RI04,Riley,Shoshone,7.96599,2421,791.06,541.78,319.02,441.95,577.09,378.7,311.67,281.43,280.16,361.7,276.1,460.23,349.74,306.07,248.15,378.71,307.6,463.04,232.91,248.68,345.46,11.99,14.54,13.08,11.88,12.34,14.73,13.65,13.96,13.91,13.77,13.02,14.19,14.38,13.44,13.82,12.73,12.98,14.48,13.78,14.26,-0.13,0.73,0.53,0.05,-0.13,1.22,0.60,0.74,1.35,1.28,1.09,1.65,1.29,0.11,1.35,0.34,0.92,2.50,2.08,2.70,3,2,0,0
RI05,Riley,Shoshone,1.85075,2505,553.98,755.41,455.43,605.79,774.69,527.81,429.77,383.77,394.7,494.79,388.63,641.84,488.18,447.81,354.84,543.55,448.31,658.64,324.1,373.12,455.18,9.78,12.23,10.80,9.71,10.04,12.47,11.46,11.74,11.53,11.98,11.19,12.28,12.50,11.68,11.96,11.04,11.13,12.64,11.86,12.37,-0.65,0.47,0.07,-0.46,-0.59,0.86,0.35,0.46,0.83,1.04,0.95,1.56,1.38,0.22,1.42,0.16,0.72,2.08,1.24,2.13,3,2,0,1
SB01,Stoneberger,Toquima,17.3117,2245,696.83,565.15,334.02,460.52,612.65,418.33,327.92,310.4,303.27,344.18,310.13,525.27,395.23,337.32,265.43,422.41,341.38,514.09,302.76,294.9,382.52,11.68,14.38,12.77,11.63,12.24,14.54,13.29,13.65,13.78,13.37,12.62,13.81,13.99,13.17,13.53,12.38,12.61,13.98,13.43,13.73,0.05,1.08,0.68,0.22,0.21,1.68,0.68,0.98,1.53,1.61,1.40,1.62,1.54,0.30,1.55,0.52,0.86,2.23,1.93,2.38,,,,
SB02,Stoneberger,Toquima,9.12962,2356,678.24,565.15,334.02,460.52,612.65,418.33,327.92,310.4,303.27,344.18,310.13,525.27,395.23,337.32,265.43,422.41,341.38,514.09,302.76,294.9,382.52,11.68,14.38,12.77,11.63,12.24,14.54,13.29,13.65,13.78,13.37,12.62,13.81,13.99,13.17,13.53,12.38,12.61,13.98,13.43,13.73,0.05,1.08,0.68,0.22,0.21,1.68,0.68,0.98,1.53,1.61,1.40,1.62,1.54,0.30,1.55,0.52,0.86,2.23,1.93,2.38,,,,
SB03,Stoneberger,Toquima,12.3563,2434,712.55,687.32,418.83,551.94,735.09,509.52,397.52,377.69,377.18,418.84,379.22,623.82,485.87,415.04,332.22,517.14,421.14,630.95,361.44,362.7,448.32,10.30,12.83,11.43,10.25,10.77,13.04,12.07,12.34,12.20,12.40,11.54,12.64,12.84,12.08,12.43,11.43,11.48,12.78,12.24,12.50,-0.23,0.87,0.38,-0.07,-0.30,1.49,0.65,0.65,1.10,1.83,1.60,1.94,1.93,0.78,1.81,0.67,1.18,2.32,1.88,2.40,,,,
SB04,Stoneberger,Toquima,9.05498,2533,768.10,687.32,418.83,551.94,735.09,509.52,397.52,377.69,377.18,418.84,379.22,623.82,485.87,415.04,332.22,517.14,421.14,630.95,361.44,362.7,448.32,10.30,12.83,11.43,10.25,10.77,13.04,12.07,12.34,12.20,12.40,11.54,12.64,12.84,12.08,12.43,11.43,11.48,12.78,12.24,12.50,-0.23,0.87,0.38,-0.07,-0.30,1.49,0.65,0.65,1.10,1.83,1.60,1.94,1.93,0.78,1.81,0.67,1.18,2.32,1.88,2.40,,,,
SB05,Stoneberger,Toquima,8.58187,2631,527.24,542.04,317.51,432.8,588.26,393.95,312.43,292.1,289.29,335.55,292.88,496.32,368.31,315.46,250.7,391.92,320.79,483.87,277.63,275.34,367.29,11.89,14.48,12.98,11.86,12.39,14.73,13.58,13.93,13.88,13.82,13.04,14.17,14.34,13.57,13.94,12.86,13.02,14.34,13.78,14.05,0.34,1.43,0.92,0.49,0.33,2.02,1.08,1.22,1.69,2.10,1.88,2.22,2.10,0.94,2.08,1.05,1.46,2.66,2.25,2.78,,,,
SC01,Schoonover,Shoshone,12.2947,2014,669.08,509.53,295.64,405.14,544.06,359.39,288.03,262.11,257.56,342.4,258.06,431.53,323.85,289.81,233.7,353.32,290.59,440.95,221.98,234.94,327.67,12.49,15.08,13.59,12.45,12.92,15.34,14.13,14.43,14.48,14.28,13.53,14.75,14.83,13.99,14.33,13.23,13.49,15.05,14.38,14.86,0.03,0.95,0.71,0.18,0.08,1.36,0.66,0.89,1.50,1.39,1.23,1.69,1.30,0.11,1.52,0.41,0.89,2.24,1.93,2.60,,,,
SC02,Schoonover,Shoshone,10.5531,2132,738.95,509.53,295.64,405.14,544.06,359.39,288.03,262.11,257.56,342.4,258.06,431.53,323.85,289.81,233.7,353.32,290.59,440.95,221.98,234.94,327.67,12.49,15.08,13.59,12.45,12.92,15.34,14.13,14.43,14.48,14.28,13.53,14.75,14.83,13.99,14.33,13.23,13.49,15.05,14.38,14.86,0.03,0.95,0.71,0.18,0.08,1.36,0.66,0.89,1.50,1.39,1.23,1.69,1.30,0.11,1.52,0.41,0.89,2.24,1.93,2.60,,,,
SC03,Schoonover,Shoshone,6.01678,2241,699.81,509.53,295.64,405.14,544.06,359.39,288.03,262.11,257.56,342.4,258.06,431.53,323.85,289.81,233.7,353.32,290.59,440.95,221.98,234.94,327.67,12.49,15.08,13.59,12.45,12.92,15.34,14.13,14.43,14.48,14.28,13.53,14.75,14.83,13.99,14.33,13.23,13.49,15.05,14.38,14.86,0.03,0.95,0.71,0.18,0.08,1.36,0.66,0.89,1.50,1.39,1.23,1.69,1.30,0.11,1.52,0.41,0.89,2.24,1.93,2.60,,,,
SC04,Schoonover,Shoshone,2.83253,2323,633.60,509.53,295.64,405.14,544.06,359.39,288.03,262.11,257.56,342.4,258.06,431.53,323.85,289.81,233.7,353.32,290.59,440.95,221.98,234.94,327.67,12.49,15.08,13.59,12.45,12.92,15.34,14.13,14.43,14.48,14.28,13.53,14.75,14.83,13.99,14.33,13.23,13.49,15.05,14.38,14.86,0.03,0.95,0.71,0.18,0.08,1.36,0.66,0.89,1.50,1.39,1.23,1.69,1.30,0.11,1.52,0.41,0.89,2.24,1.93,2.60,,,,
SJ01,SanJuan,Toiyabe,12.53,2115,659.83,469.4,265.93,383.03,512.06,332.73,269.5,246.9,243.6,307.58,231.65,399.29,306.07,268.22,214.63,306.07,262.39,394.97,187.7,197.61,310.38,12.72,15.31,13.78,12.63,13.09,15.56,14.31,14.68,14.68,14.37,13.61,14.84,15.05,14.14,14.52,13.40,13.63,15.16,14.52,14.89,0.05,0.88,0.60,0.11,-0.02,1.28,0.56,0.78,1.43,1.30,1.19,1.52,0.98,-0.23,1.17,0.35,0.80,2.08,1.85,2.45,2,2,3,2
SJ02,SanJuan,Toiyabe,10.911,2212,705.02,469.4,265.93,383.03,512.06,332.73,269.5,246.9,243.6,307.58,231.65,399.29,306.07,268.22,214.63,306.07,262.39,394.97,187.7,197.61,310.38,12.72,15.31,13.78,12.63,13.09,15.56,14.31,14.68,14.68,14.37,13.61,14.84,15.05,14.14,14.52,13.40,13.63,15.16,14.52,14.89,0.05,0.88,0.60,0.11,-0.02,1.28,0.56,0.78,1.43,1.30,1.19,1.52,0.98,-0.23,1.17,0.35,0.80,2.08,1.85,2.45,3,2,3,3
SJ03,SanJuan,Toiyabe,4.02372,2312,666.98,672.33,384.29,531.13,706.62,463.81,369.82,347.74,357.64,411.99,330.7,554.22,442.98,397.26,308.61,427.5,365.24,558.28,258.07,298.71,409.44,11.00,13.47,12.04,10.92,11.39,13.78,12.64,13.08,12.85,13.03,12.34,13.38,13.64,12.85,13.23,12.22,12.32,13.67,12.98,13.40,0.38,1.50,0.96,0.53,0.40,1.92,1.23,1.33,1.71,2.03,1.95,2.44,2.07,0.87,2.17,1.13,1.68,2.88,2.24,2.98,3,1,3,0
SJ04,SanJuan,Toiyabe,2.54155,2402,661.94,672.33,384.29,531.13,706.62,463.81,369.82,347.74,357.64,411.99,330.7,554.22,442.98,397.26,308.61,427.5,365.24,558.28,258.07,298.71,409.44,11.00,13.47,12.04,10.92,11.39,13.78,12.64,13.08,12.85,13.03,12.34,13.38,13.64,12.85,13.23,12.22,12.32,13.67,12.98,13.40,0.38,1.50,0.96,0.53,0.40,1.92,1.23,1.33,1.71,2.03,1.95,2.44,2.07,0.87,2.17,1.13,1.68,2.88,2.24,2.98,3,2,0,0
SJ05,SanJuan,Toiyabe,4.2482,2500,755.89,672.33,384.29,531.13,706.62,463.81,369.82,347.74,357.64,411.99,330.7,554.22,442.98,397.26,308.61,427.5,365.24,558.28,258.07,298.71,409.44,11.00,13.47,12.04,10.92,11.39,13.78,12.64,13.08,12.85,13.03,12.34,13.38,13.64,12.85,13.23,12.22,12.32,13.67,12.98,13.40,0.38,1.50,0.96,0.53,0.40,1.92,1.23,1.33,1.71,2.03,1.95,2.44,2.07,0.87,2.17,1.13,1.68,2.88,2.24,2.98,3,3,0,0
ST01,SouthTwin,Toiyabe,5.47271,1952,682.91,892.04,515.12,672.83,922.03,620.02,479.81,461.01,486.15,530.36,462.8,702.56,593.83,540.01,414.53,582.16,490.74,739.91,353.31,417.57,514.62,9.35,11.79,10.43,9.34,9.91,12.22,11.13,11.48,11.13,11.68,10.93,11.97,12.20,11.41,11.89,10.98,10.96,12.26,11.57,11.94,-0.42,0.88,0.22,-0.33,-0.45,1.13,0.53,0.66,0.92,1.42,1.28,1.87,1.64,0.59,1.62,0.43,0.94,1.98,1.23,2.13,,,,
ST02,SouthTwin,Toiyabe,9.52204,2057,739.24,465.07,271.02,400.55,513.33,348.74,280.67,242.3,216.42,300.48,239.01,427.99,311.66,254.01,202.7,313.94,259.59,386.84,228.86,227.34,310.9,12.98,15.59,14.03,12.78,13.37,15.83,14.39,14.88,14.92,14.78,13.91,14.90,15.20,14.46,14.78,13.70,13.93,15.27,14.91,15.17,-0.02,1.08,0.58,0.05,-0.08,1.30,0.53,0.73,1.17,1.35,1.30,1.68,1.35,0.42,1.33,0.28,1.03,1.89,1.65,2.08,,,,
ST03,SouthTwin,Toiyabe,5.78168,2159,670.28,465.07,271.02,400.55,513.33,348.74,280.67,242.3,216.42,300.48,239.01,427.99,311.66,254.01,202.7,313.94,259.59,386.84,228.86,227.34,310.9,12.98,15.59,14.03,12.78,13.37,15.83,14.39,14.88,14.92,14.78,13.91,14.90,15.20,14.46,14.78,13.70,13.93,15.27,14.91,15.17,-0.02,1.08,0.58,0.05,-0.08,1.30,0.53,0.73,1.17,1.35,1.30,1.68,1.35,0.42,1.33,0.28,1.03,1.89,1.65,2.08,,,,
ST04,SouthTwin,Toiyabe,8.61005,2263,797.95,754.12,455.17,644.4,804.15,542.04,458.72,381.76,389.9,492.52,396,680.71,515.6,441.72,349.5,538.22,430.78,647.45,355.09,376.17,475.24,9.31,11.76,10.28,9.09,9.61,11.98,10.79,11.21,11.01,11.48,10.57,11.50,11.79,11.09,11.41,10.43,10.52,11.80,11.38,11.69,-1.90,-0.68,-1.17,-1.78,-1.96,-0.37,-0.98,-0.90,-0.48,0.11,-0.03,0.47,0.28,-0.74,0.12,-1.05,-0.43,0.67,0.03,0.77,,,,
ST05,SouthTwin,Toiyabe,8.72169,2393,805.91,811,476.24,698.74,864.1,584.72,494.03,403.86,409.97,531.88,422.66,732.03,550.42,468.65,368.04,576.32,453.38,693.41,384.29,407.18,513.33,10.13,12.62,11.10,9.88,10.43,12.79,11.65,12.01,11.88,12.17,11.28,12.21,12.47,11.83,12.11,11.13,11.23,12.48,12.07,12.38,-1.38,-0.21,-0.58,-1.23,-1.47,0.16,-0.64,-0.53,-0.01,0.72,0.49,1.00,0.91,-0.20,0.69,-0.46,0.08,1.32,0.77,1.38,,,,
ST06,SouthTwin,Toiyabe,3.23871,2512,694.62,754.12,455.17,644.4,804.15,542.04,458.72,381.76,389.9,492.52,396,680.71,515.6,441.72,349.5,538.22,430.78,647.45,355.09,376.17,475.24,9.31,11.76,10.28,9.09,9.61,11.98,10.79,11.21,11.01,11.48,10.57,11.50,11.79,11.09,11.41,10.43,10.52,11.80,11.38,11.69,-1.90,-0.68,-1.17,-1.78,-1.96,-0.37,-0.98,-0.90,-0.48,0.11,-0.03,0.47,0.28,-0.74,0.12,-1.05,-0.43,0.67,0.03,0.77,,,,
